Choice,Type,InstCode,Institute,BranchCode,Branch,PwDseat,Reach2025,Via,OBC-PwD_close,Gen-PwD_close
652,GFTI,444,CU Jharkhand,4127,Metallurgical and Materials Engineering,-,Out,OBC-NCL,,
653,GFTI,438,"Institute of Engineering and Technology, Dr. H. S. Gour University. Sagar (A Central University)",411O,Aeronautical Engineering,-,Out,OBC-NCL,,
654,GFTI,438,"Institute of Engineering and Technology, Dr. H. S. Gour University. Sagar (A Central University)",411P,Dairy Engineering,-,Out,General,,
655,GFTI,438,"Institute of Engineering and Technology, Dr. H. S. Gour University. Sagar (A Central University)",411Q,Fashion and Apparel Engineering,-,Out,General,,
656,GFTI,438,"Institute of Engineering and Technology, Dr. H. S. Gour University. Sagar (A Central University)",4167,Food Engineering  and Technology,-,Out,General,,
657,GFTI,432,"North Eastern Regional Institute of Science and Technology, Nirjuli-791109 (Itanagar),Arunachal Pradesh",4168,Agricultural Engineering,-,Out,General,,
658,GFTI,426,"Puducherry Technological University, Puducherry",4178,Mechatronics Engineering,-,SAFE,OBC-NCL(PwD),789,
659,GFTI,451,Shri G. S. Institute of Technology and Science Indore,4149,Industrial and Production Engineering,-,Out,General,,
660,GFTI,451,Shri G. S. Institute of Technology and Science Indore,4191,Biomedical Engineering,-,Out,General,,
661,GFTI,411,"Mizoram University, Aizawl",4114,Electronics and Communication Engineering,Y,SAFE,General PwD,,3396
662,GFTI,436,"North-Eastern Hill University, Shillong",4114,Electronics and Communication Engineering,Y,SAFE,General PwD,,3078
663,GFTI,411,"Mizoram University, Aizawl",4111,Electrical Engineering,Y,SAFE,General PwD,,3733
664,GFTI,411,"Mizoram University, Aizawl",4146,Information Technology,Y,SAFE,General PwD,,3505
665,GFTI,436,"North-Eastern Hill University, Shillong",4146,Information Technology,Y,SAFE,General PwD,,3696
666,GFTI,411,"Mizoram University, Aizawl",4109,Civil Engineering,Y,SAFE,General PwD,,4246
667,GFTI,411,"Mizoram University, Aizawl",4151,Computer Engineering,Y,SAFE,General PwD,,3029
668,GFTI,436,"North-Eastern Hill University, Shillong",4198,Energy Engineering,Y,SAFE,General PwD,,3151
669,GFTI,436,"North-Eastern Hill University, Shillong",4191,Biomedical Engineering,Y,SAFE,General PwD,,4086
670,GFTI,411,"Mizoram University, Aizawl",5101,Architecture,Y,Out,General,,
671,GFTI,401,"Assam University, Silchar",4110,Computer Science and Engineering,Y,SAFE,General PwD,,3099
672,GFTI,425,"Central institute of Technology Kokrajar, Assam",4110,Computer Science and Engineering,Y,SAFE,General PwD,,3945
673,GFTI,412,"School of Engineering, Tezpur University, Napaam, Tezpur",5418,B.Tech. (Computer Science and Engineering) - MBA,-,Out,General,,
674,GFTI,412,"School of Engineering, Tezpur University, Napaam, Tezpur",4110,Computer Science and Engineering,-,Out,General,,
675,GFTI,416,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",4110,Computer Science and Engineering,Y,SAFE,OBC-NCL(PwD),1738,2554
676,GFTI,455,"National Institute of Electronics and Information Technology, Aizawl",410W,Computer Science and Engineering (Artificial Intelligence and Machine Learning),Y,No-data,,,
677,GFTI,416,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",411F,B.Tech in Mathematics and Computing,Y,SAFE,General PwD,,2723
678,GFTI,401,"Assam University, Silchar",4114,Electronics and Communication Engineering,Y,SAFE,General PwD,,3972
679,GFTI,425,"Central institute of Technology Kokrajar, Assam",4114,Electronics and Communication Engineering,-,Out,OBC-NCL,,
680,GFTI,412,"School of Engineering, Tezpur University, Napaam, Tezpur",5420,B.Tech. (Electronics and Communication Engineering) - MBA,Y,Out,General,,
681,GFTI,412,"School of Engineering, Tezpur University, Napaam, Tezpur",4114,Electronics and Communication Engineering,Y,Out,General,,
682,GFTI,416,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",4114,Electronics and Communication Engineering,Y,Out,OBC-NCL,,
683,GFTI,450,Islamic University of Science and Technology Kashmir,4111,Electrical Engineering,Y,No-data,,,
684,GFTI,412,"School of Engineering, Tezpur University, Napaam, Tezpur",4111,Electrical Engineering,Y,SAFE,OBC-NCL(PwD),1773,2825
685,GFTI,416,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",4111,Electrical Engineering,Y,SAFE,General PwD,,4293
686,GFTI,412,"School of Engineering, Tezpur University, Napaam, Tezpur",5422,B.Tech. (Mechanical Engineering) - MBA,Y,Out,General,,
687,GFTI,412,"School of Engineering, Tezpur University, Napaam, Tezpur",4125,Mechanical Engineering,-,SAFE,General PwD,,3666
688,GFTI,416,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",4125,Mechanical Engineering,-,SAFE,General PwD,,4296
689,GFTI,425,"Central institute of Technology Kokrajar, Assam",4109,Civil Engineering,-,Out,General,,
690,GFTI,412,"School of Engineering, Tezpur University, Napaam, Tezpur",5417,B.Tech. (Civil Engineering) - MBA,-,Out,OBC-NCL,,
691,GFTI,412,"School of Engineering, Tezpur University, Napaam, Tezpur",4109,Civil Engineering,-,Good,General PwD,,1786
692,GFTI,416,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",4109,Civil Engineering,Y,Out,General,,
693,GFTI,401,"Assam University, Silchar",4168,Agricultural Engineering,Y,Borderline,General PwD,,1032
694,GFTI,425,"Central institute of Technology Kokrajar, Assam",4167,Food Engineering  and Technology,-,Out,OBC-NCL,,
695,GFTI,425,"Central institute of Technology Kokrajar, Assam",4121,Instrumentation Engineering,-,Out,General,,
696,GFTI,454,"National Institute of Electronics and Information Technology, Agartala",413J,B.Tech in CSE (AI and ML),Y,No-data,,,
697,GFTI,456,"National Institute of Electronics and Information Technology, Imphal",413J,B.Tech in CSE (AI and ML),Y,No-data,,,
698,GFTI,458,"National Institute of Electronics and Information Technology, Kohima",413J,B.Tech in CSE (AI and ML),Y,No-data,,,
699,GFTI,459,"National Institute of Electronics and Information Technology, Srinagar",413J,B.Tech in CSE (AI and ML),Y,No-data,,,
700,GFTI,412,"School of Engineering, Tezpur University, Napaam, Tezpur",5419,B.Tech. (Elctrical Engineering) - MBA,-,Out,General,,
701,GFTI,412,"School of Engineering, Tezpur University, Napaam, Tezpur",5421,B.Tech. (Food Engineering and Technology) - MBA,-,Out,OBC-NCL,,
702,GFTI,412,"School of Engineering, Tezpur University, Napaam, Tezpur",4167,Food Engineering  and Technology,Y,Out,General,,
703,GFTI,416,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",4104,Bio Technology,-,Out,OBC-NCL,,
704,GFTI,450,Islamic University of Science and Technology Kashmir,5101,Architecture,-,Out,General,,
705,GFTI,455,"National Institute of Electronics and Information Technology, Aizawl",413P,Internet of Things (IoT),Y,No-data,,,
706,GFTI,412,"School of Engineering, Tezpur University, Napaam, Tezpur",4402,Bachelor of Design,-,Out,OBC-NCL,,
707,GFTI,416,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",5101,Architecture,-,Out,OBC-NCL,,
708,GFTI,416,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",4402,Bachelor of Design,-,No-data,,,
709,GFTI,416,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",4164,Food Technology,-,No-data,,,
710,GFTI,416,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",412Y,Robotics and AI,Y,SAFE,General PwD,,3674
711,GFTI,437,Central University of Jammu,4110,Computer Science and Engineering,Y,SAFE,OBC-NCL(PwD),1474,3326
712,GFTI,437,Central University of Jammu,4195,Computer Science and Engineering with specialization in Cyber Security,Y,SAFE,General PwD,1548,4205
713,GFTI,437,Central University of Jammu,4124,Mathematics and Computing,Y,Out,OBC-NCL,,
714,GFTI,437,Central University of Jammu,4114,Electronics and Communication Engineering,Y,SAFE,General PwD,1688,4293
715,GFTI,437,Central University of Jammu,410I,Electronics and Communication Engineering (Avionics),Y,Out,General,,
